"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.InputID1","Input.InputID2","Input.InputID3","Input.InputID4","Input.InputID5","Input.s1","Input.s2","Input.s3","Input.s4","Input.s5","Input.m1","Input.m2","Input.m3","Input.m4","Input.m5","Answer.taskAnswers","Approve","Reject"
"3R16PJFTS34BTB82N9A6Y9T4SR8K40","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:11 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:11 PDT 2019","","","3A4TN5196LVQ99I306JTSZLGXRTHCY","A17M0TDPXYYJEJ","Submitted","Wed Sep 25 23:24:53 PDT 2019","Wed Sep 25 23:29:27 PDT 2019","Sat Sep 28 23:29:27 PDT 2019","","","","274","0% (0/0)","0% (0/0)","0% (0/0)","17525","1322","10560","6393","30820","作为<mark>中国</mark>唯一一家拥有33年品牌发展史的以洗衣机为主业的家电企业，小天鹅一直是中国市场上“洗衣机”的代名词，苛求品质、专注专业是企业的发展基因，“全心全意小天鹅”更是从80年代起便见证了两代中国消费群体的成长和发展","中华全国总工会副主席陈豪对<mark>江苏</mark>与台湾工会和劳工间的交流给予高度评价，认为此次研讨会为两岸企业不断达成创建和谐企业文化共识提供了良好平台","1970年代末，我去美国念书，也开始接触到内地同学，那个时候我写了小说《岛和大陆》，不同地方<mark>中国</mark>人的故事","杨丽华便立即找一个空位置让<mark>她</mark>躺下，尽力安慰，精心服务，使日本客人安全舒适地到达目的地","据悉，这已是<mark>美的</mark>冰箱连续两年荣膺该奖项","中国","江苏","中国","她","美的","[{""33"":{""on"":true},""FineTypeA0"":""country"",""FineTypeA1"":""location"",""FineTypeA2"":""country"",""FineTypeA3"":""female"",""FineTypeA4"":""electronics company"",""FineTypeB0"":""location"",""FineTypeB1"":""province"",""FineTypeB2"":""location"",""FineTypeB3"":""guest"",""FineTypeB4"":""brand"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3ATYLI1PRTFKMKC2O8P3BSZWUT8OJF","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:11 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:11 PDT 2019","","","3U5NZHP4LSF93YR75B5ZCZKNWA8PHK","AJX63PC8TFQPZ","Submitted","Wed Sep 25 23:33:26 PDT 2019","Wed Sep 25 23:36:47 PDT 2019","Sat Sep 28 23:36:47 PDT 2019","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","38438","16786","7094","39970","41558","任岩松中学原属<mark>瑞安市</mark>，2001年随丽岙镇划给瓯海区","\n\n 　 \n\n    新华社莫斯科10月15日电  俄罗斯总统<mark>梅德韦杰夫</mark>15日与民众代表交流时说，必须根本改革国家管理体制，统一俄罗斯党一旦在国家杜马（议会下院）选举中获胜，将组建更具包容性的“大政府”，在政府框架下吸纳各种政治和社会力量代表组成各种委员会","按彝族的风俗，结了婚就不能再唱了，今天载着<mark>我们</mark>这些从远方来的崇拜者，又是在湖心里，大概不会惹得未婚姑娘们误会，所以才敢放开歌喉一唱为快","而在无线支付总金额比去年增长546％的情况下，拉萨、西藏林芝地区、<mark>四川</mark>南充成为手机支付金额最多的地区","二、中非共和国政府承认<mark>联合国</mark>大会于1971年通过的第2758号决议的现实意义和有效性，承认世界上只有一个中国，中华人民共和国政府是代表全中国的唯一合法政府，台湾是中华人民共和国的一个省","瑞安市","梅德韦杰夫","我们","四川","联合国","[{""33"":{""on"":true},""FineTypeA0"":""city"",""FineTypeA1"":""president"",""FineTypeA2"":""admirer"",""FineTypeA3"":""province"",""FineTypeA4"":""organization"",""FineTypeB0"":""location"",""FineTypeB1"":""politician"",""FineTypeB2"":""group"",""FineTypeB3"":""location"",""FineTypeB4"":""international organization"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3BCRDCM0OD7P8YCG6X3LV7DIOIEK6L","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:11 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:11 PDT 2019","","","35LDD5557BHUKLV2JGG48N6KJM1KMN","AJX63PC8TFQPZ","Submitted","Wed Sep 25 23:52:56 PDT 2019","Wed Sep 25 23:54:28 PDT 2019","Sat Sep 28 23:54:28 PDT 2019","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","10216","3210","34024","27570","26086","上排左起：孙毅、<mark>尚秀云</mark>、杨艺文、王振林、谭竹青。","因此，<mark>白沙窑</mark>可能是指定烧造砖瓦服务于当时扬州城的修筑","2002年10月，日本曾尝试植入广告来换取通话时间的方式，但昨天，NTT经营企划部新闻处的负责人<mark>佐仓裕之</mark>表示，现在带有无线wifi的新式电话亭正有望提供新的出路","<mark>俄国</mark>老毛子不懂“惶愧力辞”的传统中国文化，竟然以去就力争，声言蒋如不就，他也不愿意担任顾问，大有同进退之意","腾讯汽车 （微博) 讯，近日腾讯购车编辑从武汉地区 北京现代 4S店了解到，<mark>第八代索纳塔</mark>在武汉有现车销售","尚秀云","白沙窑","佐仓裕之","俄国","第八代索纳塔","[{""33"":{""on"":true},""FineTypeA1"":""construction"",""FineTypeA2"":""director"",""FineTypeA3"":""country"",""FineTypeA4"":""model"",""FineTypeB1"":""factory"",""FineTypeB2"":""manager"",""FineTypeB3"":""area"",""FineTypeB4"":""product"",""NA0"":{""on"":true},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3EQVJH0T40Y486MKWP8HTPP4G9LTH1","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:13:04 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:13:04 PDT 2019","","","3K772S5NP9O5672HWXPOINLJI36HER","AJX63PC8TFQPZ","Submitted","Wed Sep 25 23:31:49 PDT 2019","Wed Sep 25 23:33:26 PDT 2019","Sat Sep 28 23:33:26 PDT 2019","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","22078","7478","27584","15174","1050","夏威因患扁桃腺炎，遇事不发表意见，而第四集团军政务处长潘宜之也附和胡宗铎的意见，军事解决<mark>鲁涤平</mark>的决策就在这种情况下成为定论了","这一消息经北京电视台报道后，为了弄清该洞的秘密，去年5月，他们邀请中科院史前考古学家黄万波教授到<mark>涉县</mark>进行实地考察","<mark>蒋介石</mark>阅读《新青年》始于1919年，至1926年，在他的日记中不断出现有关记载","今天，该项目的产品化工作在<mark>清华大学</mark>通过了专家委员会的审定","因此，应当制定一套有<mark>自己</mark>文明特色，又同非自身文明能相互作用、积极抗衡的文化和文明发展战略","鲁涤平","涉县","蒋介石","清华大学","自己","[{""33"":{""on"":true},""FineTypeA0"":""person"",""FineTypeA1"":""county"",""FineTypeA2"":""president"",""FineTypeA3"":""university"",""FineTypeB0"":""target"",""FineTypeB1"":""location"",""FineTypeB2"":""reader"",""FineTypeB3"":""school"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":true}}]"
"3UEDKCTP9V38CYQLP78D1LDEJTYK7K","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:20 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:20 PDT 2019","","","3DIP6YHAPD5CDW1OTTVI5ASKFKGE89","AJX63PC8TFQPZ","Submitted","Wed Sep 25 22:56:46 PDT 2019","Wed Sep 25 22:59:57 PDT 2019","Sat Sep 28 22:59:57 PDT 2019","","","","191","0% (0/0)","0% (0/0)","0% (0/0)","39073","37025","32392","12560","5736","我参与了@三星电子发起的投票【中超联赛榜样投票十七期】，我投给了""赵和靖—<mark>大连阿尔滨</mark>""这个选项","这些人这样做的理由只有一条，就是因为邱娥国是“全国一级劳模”，因为<mark>他</mark>不计私利地为众多普通老百姓排过忧解过难!","泽鲁阿勒就日前中国张家口地区发生地震请钱其琛向中国政府和人民转达<mark>他</mark>的慰问","8：20一路上，三位老师沿着姐弟俩上学的路，排除了交通事故的可能性，赶到<mark>清莲里</mark>后，分头寻找住址","[导读]2011第十届<mark>南京</mark>车展将于9月29日拉开帷幕，本次车展将与江苏新能源车展联袂展出，全面展示江苏省新能源汽车的产业状况","大连阿尔滨","他","他","清莲里","南京","[{""33"":{""on"":true},""FineTypeA0"":""location"",""FineTypeA1"":""model"",""FineTypeA2"":""person"",""FineTypeA3"":""town"",""FineTypeA4"":""city"",""FineTypeB0"":""area"",""FineTypeB1"":""helper"",""FineTypeB3"":""location"",""FineTypeB4"":""area"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":true},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3H1C3QRA01WB2FT7K25LJCSN07TCEL","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:20 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:20 PDT 2019","","","3ZSY5X72NYO47ST9MG4E13H39EAORZ","AJX63PC8TFQPZ","Submitted","Wed Sep 25 22:47:17 PDT 2019","Wed Sep 25 22:49:26 PDT 2019","Sat Sep 28 22:49:26 PDT 2019","","","","129","0% (0/0)","0% (0/0)","0% (0/0)","39660","35899","21486","32234","37502","湖人当家球星<mark>科比- 布莱恩 特</mark>认为他们能战胜梦一，他的那番豪言壮语近几天遭到了梦一队众名宿的联合反击，今天一天之内，公牛王朝功臣斯科蒂-皮蓬两次回应科比，他的观点很明确，梦十赢梦一是不可能的","为保证以上要求的落实，国家旅游局将加大检查力度，并提出：对示范单位违反上述要求的，可直接向<mark>国家旅游局</mark>举报。","百度和前程无忧（51job）联合发布了<mark>《中国互联网营销职业发展白皮书》</mark>报告，首次用客观数据清晰描绘出了中国互联网营销行业的岗位需求现状","<mark>芬兰</mark>人酷爱桑拿，许多社会活动都离不开桑拿，比如交朋友、谈生意，而圣诞夜洗桑拿浴，又似有特别的意义：让那９０摄氏度的高温将一年来身上积聚的晦气和不快，通过汗水蒸发掉，祈望来年好运。","<mark>加州</mark>州长威尔逊在宴会上致辞，对江主席访问洛杉矶表示欢迎。","科比- 布莱恩 特","国家旅游局","《中国互联网营销职业发展白皮书》","芬兰","加州","[{""33"":{""on"":true},""FineTypeA0"":""basketball_player"",""FineTypeA1"":""department"",""FineTypeA2"":""report"",""FineTypeA3"":""country"",""FineTypeA4"":""state"",""FineTypeB0"":""star player"",""FineTypeB1"":""government sector"",""FineTypeB2"":""book"",""FineTypeB3"":""nation"",""FineTypeB4"":""local_government"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3NSM4HLQNR74TJTVYB1GXY6INPIQQG","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:28 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:28 PDT 2019","","","3KV0LJBBH3YG7P8X90P19ZSYEEVMRI","AJX63PC8TFQPZ","Submitted","Wed Sep 25 23:30:10 PDT 2019","Wed Sep 25 23:31:48 PDT 2019","Sat Sep 28 23:31:48 PDT 2019","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","31961","19515","21930","19934","34462","点击<mark>“新闻热点”</mark>页面，网页打开速度明显变慢","据<mark>新华社</mark>曼谷1月13日电泰国中央银行今天公布的初步统计结果显示，1997年泰国经常项目赤字为34亿美元，占其国内生产总值的2·1%，明显低于1996年和国际货币基金组织向泰国提供贷款援助的条件所规定的水平","<mark>扎琳娜</mark>告诉我，奶奶年轻时也十分漂亮，也梦想着走上银幕，同样遭到父母的坚决反对。","众所周知，台湾普通民众一直被当年夸大和丑化大陆问题的意识形态左右，在没有真实了解大陆政策之前看大陆可能是有色的，加之<mark>台</mark>独和国际反华势力的鼓噪和分化，主流民意被人为分解是个令人头疼的问题","（作者单位：<mark>湖南省</mark>人民政府）","“新闻热点”","新华社","扎琳娜","台","湖南省","[{""33"":{""on"":true},""FineTypeA0"":""webpage"",""FineTypeA1"":""media company"",""FineTypeA2"":""woman"",""FineTypeA3"":""country"",""FineTypeA4"":""province"",""FineTypeB0"":""page"",""FineTypeB1"":""new company"",""FineTypeB2"":""speaker"",""FineTypeB3"":""government"",""FineTypeB4"":""location"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3MXX6RQ9EVIC425I01FEUQF3M1EP46","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:13:09 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:13:09 PDT 2019","","","3RGU30DZTBLZ91PK1VGS78674X1JMN","AJX63PC8TFQPZ","Submitted","Wed Sep 25 22:46:05 PDT 2019","Wed Sep 25 22:47:16 PDT 2019","Sat Sep 28 22:47:16 PDT 2019","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","4246","17618","9967","1338","22269","中储粮是<mark>中央政府</mark>为稳定粮食价格而组建的市场企业主体，承担着稳定粮食市场的基本职能","”解放战争时期，<mark>他</mark>在《我军十大军事原则及敌军可能的对策》中，对毛泽东总结概括的十大军事原则作了阐释和发挥，提出:“正规战与游击战相配合，野战军与地方军相呼应，正规军与民兵相配合","文章摘自 《蒋介石与现代中国》 作者： [美国]<mark>陶涵</mark>　 出版社： 中信出版社 本书简介：一九四九年两岸分治，此后蒋介石的历史评价始终摆脱不掉“丢掉中国的人”","这温州来鸿，仿佛是有意为<mark>我</mark>的这篇短文提供明证","很偶然的，台北的<mark>杨照</mark>、香港的马家辉、深圳的胡洪侠相互认识了，很凑巧，他们都生于1963年","中央政府","他","陶涵","我","杨照","[{""33"":{""on"":true},""FineTypeA0"":""government"",""FineTypeA1"":""author"",""FineTypeA2"":""author"",""FineTypeA3"":""person"",""FineTypeA4"":""person"",""FineTypeB0"":""administrator"",""FineTypeB1"":""person"",""FineTypeB2"":""person"",""FineTypeB3"":""author"",""FineTypeB4"":""adult"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":false}}]"
"3J6BHNX0U95XFJI85EP2XIZ4J83KNV","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:13:45 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:13:45 PDT 2019","","","3PMBY0YE28GXU30K2UV1FINSEELC93","AJX63PC8TFQPZ","Submitted","Wed Sep 25 23:05:07 PDT 2019","Wed Sep 25 23:06:48 PDT 2019","Sat Sep 28 23:06:48 PDT 2019","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","35622","33279","34559","11232","15267","在<mark>欧洲</mark>EURO-NCAP碰撞测试当中那个，新奥拓获得了三星安全评价","解说：十年前张高平叔侄两人做运输生意，2003年5月18日的晚上，他们驾驶一辆货车从歙县出发去上海送货，经过他人的介绍，同县的一名17岁的小姑娘王某搭乘他们的车去<mark>杭州</mark>，然而王某却在此日被人杀害，他的尸体在杭州市西湖区的一个水沟里被人发现，全身赤裸，之后张高平叔侄两人被认定为强奸王某的犯罪嫌疑人，5月23日，他们被杭州市警方刑事去留","就是靠着乞讨、救济，从<mark>哈尔滨</mark>走到宁夏银川，最后在银川安定下来","可又没人领着干，<mark>我们</mark>自己也不会干","”(杨天石<mark>《寻求历史的谜底》</mark>，第469页)于是鲍罗廷大力动员蒋出任国民革命军的总司令","欧洲","杭州","哈尔滨","我们","《寻求历史的谜底》","[{""33"":{""on"":true},""FineTypeA0"":""area"",""FineTypeA1"":""city"",""FineTypeA2"":""city"",""FineTypeA3"":""group"",""FineTypeA4"":""book"",""FineTypeB0"":""zone"",""FineTypeB1"":""location"",""FineTypeB2"":""location"",""FineTypeB4"":""publication"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":true},""NA4"":{""on"":false}}]"
"3PEG1BH7AE4VEATB2OKT6NZA2JPKB6","3ES1UQ6TFXZM7YN976SJJJGAS52LM6","Chinese ultra-fine entity typing (short sentences)","annotate entity types for labeled mentions","entity, named entity, type, typing, text, mention, nlp, natural language processing","$0.10","Wed Sep 25 10:12:34 PDT 2019","5","BatchId:251856;OriginalHitTemplateId:921587277;","1800","259200","Wed Oct 02 10:12:34 PDT 2019","","","3HFNH7HEMIRG3EXBLI26R4YWM6HGQ3","AJX63PC8TFQPZ","Submitted","Wed Sep 25 22:42:05 PDT 2019","Wed Sep 25 22:42:53 PDT 2019","Sat Sep 28 22:42:53 PDT 2019","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","32096","35482","25143","336","33315","大面积的镀铬横幅中网设计，虽然很粗狂，但是并没有表现出凶狠，而且，镀铬装饰有点过多，海外版本308的那种野性没有留下多少；前大灯的设计还是走的<mark>307</mark>的风格，也是熏黑的叶形设计，不过更加的狭长，且向后延伸的更远，这也比307的设计更加犀利和运动了；雾灯也是采用了柳叶形的设计，我想这是为了和那大灯相互应吧","说老实话，红薯<mark>我</mark>吃得不少，千种万种我都吃过，但那的确是在吃，是当饭一样狼吞虎咽地吃","我们希望<mark>日本</mark>政府和人民能够排除干扰，继续走和平的道路。","国务院副总理兼外长钱其琛、<mark>对外贸易经济合作部</mark>部长吴仪、特别助理滕文生、中国驻墨西哥大使沈允熬、外交部副部长李肇星、特别助理由喜贵出席演讲会。","thediscovery<mark>of</mark>Americasby7000B.C.”)","307","我","日本","对外贸易经济合作部","of","[{""33"":{""on"":true},""FineTypeA0"":""model"",""FineTypeA1"":""person"",""FineTypeA2"":""country"",""FineTypeA3"":""department"",""FineTypeB0"":""car"",""FineTypeB1"":""speaker"",""FineTypeB2"":""government"",""FineTypeB3"":""sector"",""NA0"":{""on"":false},""NA1"":{""on"":false},""NA2"":{""on"":false},""NA3"":{""on"":false},""NA4"":{""on"":true}}]"
